period,county,Total Dewormed,Acute Malnutrition,stunted 6-23 months,stunted 0-<6 months,stunted 24-59 months,diarrhoea cases,Underweight 0-<6 months,Underweight 6-23 months,Underweight 24-59 Months
21-Oct,Homa Bay County,2747,1,102,88,6,1695,102,202,45
21-Oct,Isiolo County,986,29,10,14,4,891,24,88,138
21-Oct,Kajiado County,4826,65,155,83,21,3336,136,308,91
21-Oct,Kakamega County,8519,2,171,402,65,2786,232,489,162
21-Oct,Kericho County,1802,,152,48,10,1617,120,261,40
21-Oct,Kiambu County,5956,6,411,385,96,5267,616,962,142
21-Oct,Kilifi County,6982,2,1024,388,238,6704,456,1525,447
21-Oct,Kirinyaga County,1583,1,182,94,7,1503,232,456,54
21-Oct,Vihiga County,3100,49,118,53,23,593,90,209,53
21-Oct,Uasin Gishu County,4808,,261,212,73,3338,354,478,85
21-Oct,Turkana County,14275,268,278,79,323,5671,255,1525,1808
21-Oct,Trans Nzoia County,1756,1,94,122,20,944,221,328,129
21-Oct,Tharaka Nithi County,2429,11,174,82,55,812,172,327,81
21-Oct,Tana River County,1495,199,138,14,48,1696,40,417,297
21-Oct,Taita Taveta County,6954,,167,90,60,886,187,466,124
21-Oct,Siaya County,5900,,22,10,7,1506,44,161,20
21-Oct,Samburu County,2320,1,42,37,26,2049,43,297,237
21-Oct,Nyeri County,3292,15,298,104,26,1146,215,470,71
21-Oct,Nyandarua County,2088,,93,96,13,718,163,207,44
21-Oct,Nyamira County,1550,,72,40,1,909,52,106,12
21-Oct,Narok County,5719,22,58,92,36,2061,112,245,38
21-Oct,Nandi County,4406,,97,168,57,1323,157,293,50
21-Oct,Nakuru County,14033,164,1591,403,107,4986,929,1123,128
21-Oct,Nairobi County,27753,246,1319,2387,168,10232,1272,2970,487
21-Oct,Muranga County,4483,3,435,248,54,1460,367,700,94
21-Oct,Mombasa County,3752,45,287,163,58,3433,302,882,150
21-Oct,Migori County,7158,13,115,199,64,2655,149,311,35
21-Oct,Meru County,4639,26,208,119,46,1819,280,3023,80
21-Oct,Marsabit County,2714,24,285,51,293,1471,55,590,809
21-Oct,Mandera County,3512,196,119,74,152,4503,317,560,766
21-Oct,Makueni County,7283,21,271,91,87,2122,132,414,126
21-Oct,Machakos County,5108,6,17,34,60,3322,393,703,139
21-Oct,Lamu County,274,,17,2,1,778,18,40,43
21-Oct,Laikipia County,2322,42,251,226,29,1415,428,818,45
21-Oct,Kwale County,7983,53,519,186,282,2512,297,679,385
21-Oct,Kitui County,5620,22,329,147,170,1906,225,488,294
21-Oct,Kisumu County,5268,108,117,82,76,2362,242,396,130
21-Oct,Kisii County,3021,,141,84,8,2235,124,219,15
21-Oct,Wajir County,5922,551,149,13,310,2443,260,573,772
21-Oct,West Pokot County,2616,23,46,4,4,2235,31,123,23
21-Nov,Baringo County,31867,2,115,78,84,2622,119,223,112
21-Nov,Bomet County,4106,,,,,3002,129,134,22
21-Nov,Bungoma County,8969,,102,34,23,2382,215,247,124
21-Nov,Busia County,4356,2,208,157,28,1841,200,620,76
21-Nov,Elgeyo Marakwet County,26402,,85,70,9,2100,84,112,11
21-Nov,Embu County,37526,26,213,45,57,967,99,488,90
21-Nov,Garissa County,37512,202,16,4,63,2468,56,930,722
21-Nov,Homa Bay County,3143,4,96,85,23,1862,108,185,51
21-Nov,Isiolo County,28117,12,34,15,55,1151,27,97,126
21-Nov,Kajiado County,5341,39,188,154,16,3514,179,411,60
21-Nov,Kakamega County,9337,39,499,421,32,3582,383,915,128
21-Nov,Kericho County,1437,,18,43,13,2344,120,377,28
21-Nov,Kiambu County,7881,94,565,380,32,5961,815,1087,148
21-Nov,Kilifi County,35623,9,1153,274,280,8185,474,1750,483
21-Nov,Kirinyaga County,28429,2,170,82,85,1783,201,407,200
21-Nov,Vihiga County,2815,34,302,50,62,781,86,286,78
21-Nov,Uasin Gishu County,86925,,197,113,19,3931,258,797,59
21-Nov,Turkana County,21615,92,500,267,247,4966,235,1329,1649
21-Nov,Trans Nzoia County,1670,1,170,168,29,1232,254,458,74
21-Nov,Tharaka Nithi County,7277,24,163,100,25,1355,159,392,46
21-Nov,Tana River County,2099,183,25,7,30,2109,57,460,202
21-Nov,Taita Taveta County,31186,,194,91,72,832,358,487,156
21-Nov,Siaya County,99413,2,40,20,44,3098,94,153,46
21-Nov,Samburu County,22688,4,21,7,16,2439,60,333,248
21-Nov,Nyeri County,3268,14,282,162,38,1639,252,499,55
21-Nov,Nyandarua County,7034,,122,90,11,1075,183,248,59
21-Nov,Nyamira County,4418,,71,66,4,883,58,80,5
21-Nov,Narok County,4059,9,85,143,18,2319,93,165,43
21-Nov,Nandi County,19376,,88,89,39,1583,111,220,93
21-Nov,Nakuru County,32999,78,672,306,107,6121,581,1494,224
21-Nov,Nairobi County,92004,271,1505,650,171,11714,1107,3427,420
21-Nov,Muranga County,26905,21,550,281,77,1733,418,1211,138
21-Nov,Mombasa County,3751,235,524,108,24,4103,294,1042,140
21-Nov,Migori County,7162,44,63,41,23,2988,87,209,145
21-Nov,Meru County,4952,18,180,119,30,2113,280,346,50
21-Nov,Marsabit County,28369,181,197,87,288,1560,92,501,823
21-Nov,Mandera County,3909,133,62,55,57,4946,236,517,624
21-Nov,Makueni County,23924,28,238,84,102,2399,146,517,193
21-Nov,Machakos County,14536,137,11,14,137,3353,338,789,176
21-Nov,Lamu County,221,,12,10,2,766,23,57,16
21-Nov,Laikipia County,2228,34,215,236,26,1692,383,505,189
21-Nov,Kwale County,77225,42,418,126,355,3551,197,997,439
21-Nov,Kitui County,6811,5,266,109,143,2413,198,569,298
21-Nov,Kisumu County,4775,38,85,69,55,2684,194,493,142
21-Nov,Kisii County,2650,,12,32,29,2235,94,76,30
21-Nov,Wajir County,6467,683,17,6,244,2435,60,519,807
21-Nov,West Pokot County,12811,13,276,17,95,2192,77,169,81
21-Dec,Baringo County,6114,7,111,136,25,2159,37,378,39
21-Dec,Bomet County,3218,,,3,3,3125,85,106,17
21-Dec,Bungoma County,145466,,47,41,48,2949,172,253,272
21-Dec,Busia County,5232,,255,78,30,1638,321,438,79
21-Dec,Elgeyo Marakwet County,2352,,91,54,20,1671,53,212,26
21-Dec,Embu County,3091,32,441,94,31,806,157,495,55
21-Dec,Garissa County,7210,144,23,2,82,3549,52,593,533
21-Dec,Homa Bay County,3896,4,94,52,30,1653,111,160,36
21-Dec,Isiolo County,720,36,67,30,59,1457,25,207,118
21-Dec,Kajiado County,4114,57,97,82,54,2951,124,314,40
21-Dec,Kakamega County,90411,22,161,120,28,2735,161,426,120
21-Dec,Kericho County,1930,,78,26,56,2603,126,165,33
21-Dec,Kiambu County,56120,61,645,326,41,5228,709,1038,121
21-Dec,Kilifi County,130939,11,1037,250,186,7205,314,1640,390
21-Dec,Kirinyaga County,2171,,128,156,1,1567,148,485,37
21-Dec,Vihiga County,3054,9,153,45,25,749,88,263,72
21-Dec,Uasin Gishu County,33503,,341,78,34,4068,176,379,38
21-Dec,Turkana County,8535,233,642,76,98,4449,227,1113,1239
21-Dec,Trans Nzoia County,148729,2,125,74,33,1279,137,287,53
21-Dec,Tharaka Nithi County,14096,11,165,107,20,1091,142,320,28
21-Dec,Tana River County,1981,172,52,12,25,1902,38,413,158
21-Dec,Taita Taveta County,1070,,137,72,43,708,145,361,172
21-Dec,Siaya County,4509,2,31,18,8,1504,60,145,13
21-Dec,Samburu County,1017,,13,5,24,1823,21,251,212
21-Dec,Nyeri County,3544,8,318,134,15,1496,231,433,31
21-Dec,Nyandarua County,18199,,103,65,7,1018,155,221,33
21-Dec,Nyamira County,9229,,97,63,1,841,70,81,7
21-Dec,Narok County,108806,7,66,36,11,2429,87,129,29
21-Dec,Nandi County,4103,,97,74,22,1478,77,163,31
21-Dec,Nakuru County,80271,166,491,409,92,6446,586,1066,109
21-Dec,Nairobi County,47563,177,1823,2178,554,8801,1006,2593,485
21-Dec,Muranga County,5935,23,355,236,51,1942,403,734,111
21-Dec,Mombasa County,3016,194,244,72,26,3445,180,789,110
21-Dec,Migori County,28755,21,310,151,33,2500,97,236,47
21-Dec,Meru County,31222,34,119,100,31,2045,216,380,48
21-Dec,Marsabit County,2775,47,139,17,449,1734,76,381,955
21-Dec,Mandera County,3817,150,59,49,68,5944,226,415,574
21-Dec,Makueni County,17724,6,203,104,95,1994,153,441,128
21-Dec,Machakos County,33801,70,7,28,58,3286,361,674,167
21-Dec,Lamu County,171,,3,7,1,876,21,44,4
21-Dec,Laikipia County,23427,30,220,166,47,1554,297,324,57
21-Dec,Kwale County,7193,29,372,124,276,3651,230,908,553
21-Dec,Kitui County,29802,1,226,119,115,2214,182,744,245
21-Dec,Kisumu County,5431,26,101,60,72,3494,190,440,106
21-Dec,Kisii County,2040,,40,42,7,2471,71,97,41
21-Dec,Wajir County,13522,432,66,1,206,3922,83,484,656
21-Dec,West Pokot County,6970,22,5,57,12,2477,38,87,28
